Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Number_of_vehicles_involved_log,Number_of_casualties_log
12:35:00,Monday,Dewasa,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,1-2yr,No defect,Office areas,Divided Road (Median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
21:35:00,Saturday,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,Unknown,No defect, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,2,2,,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.0986122886681096
21:35:00,Saturday,Dewasa,Male,Elementary school,Employee,5-10yr,Public Transport,Owner,,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Other,Collision with roadside objects,2,2,Going straight,2,Moving Backward,Slight Injury,1.0986122886681096,1.0986122886681096
17:55:00,Sunday,Unknwon,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Collision with roadside objects,1,1,Reversing,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,0.6931471805599453
15:40:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
8:28:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,5-10yrs,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
8:28:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,5-10yrs,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Other/Unknown,Slight Injury,1.0986122886681096,0.6931471805599453
21:12:00,Wednesday,Unknwon,Male,Junior high school,Employee,1-2yr,Public Transport,Owner,2-5yrs,,Office areas,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,3,Other/Unknown,Fatal injury,0.6931471805599453,0.6931471805599453
19:15:00,Sunday,Unknwon,Female,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,No defect,Office areas,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
19:15:00,Sunday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,,,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
16:10:00,Friday,Unknwon,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,2,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
19:48:00,Tuesday,Dewasa,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with roadside objects,2,3,Moving Backward,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.3862943611198906
19:48:00,Tuesday,Dewasa,Male,,Owner,5-10yr,Commercial Vehicle,Owner,Unknown,, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Other,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.3862943611198906
19:48:00,Tuesday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Governmental,Unknown,No defect, Church areas,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.3862943611198906
11:20:00,Tuesday,Remaja,Male,High school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,No defect,Residential areas,Divided Road (Median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
11:20:00,Tuesday,Remaja,Male,Above high school,Employee,5-10yr,,Owner,,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
18:03:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Owner,5-10yrs,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Other,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,1.0986122886681096
18:03:00,Thursday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,1.0986122886681096
19:46:00,Friday,Unknwon,Male,Elementary school,Employee,5-10yr,Public Transport,Owner,5-10yrs,, Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
19:46:00,Friday,Dewasa,Male,Elementary school,Employee,2-5yr,Public Transport,Owner,,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
9:00:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
9:00:00,Tuesday,Unknwon,Male,Junior high school,Employee,1-2yr,Public Transport,Owner,,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
17:05:00,Friday,Remaja,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Moving Backward,Slight Injury,1.0986122886681096,0.6931471805599453
17:05:00,Friday,Unknwon,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,,,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
21:15:00,Thursday,Remaja,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Governmental,2-5yrs,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,2,Distance & Priority Violation,Serious Injury,1.0986122886681096,0.6931471805599453
21:15:00,Thursday,Remaja,Male,High school,Employee,Below 1yr,Commercial Vehicle,Owner,Below 1yr,, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,0.6931471805599453
14:45:00,Thursday,Unknwon,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,,,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
14:45:00,Thursday,Dewasa,Male,High school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,,Other,One Way,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
14:45:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,3,Moving Backward,Slight Injury,1.3862943611198906,0.6931471805599453
16:30:00,Thursday,Unknwon,Male,High school,Employee,5-10yr,Private Vehicle,Owner,Unknown,,Office areas,One Way,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,1.0986122886681096
16:30:00,Thursday,Unknwon,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect, Industrial areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,2,Going straight,2,Distance & Priority Violation,Slight Injury,0.6931471805599453,1.0986122886681096
17:24:00,Monday,Dewasa,Male,Junior high school,Employee,1-2yr,,Governmental,,No defect,Residential areas,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Moving Backward,Slight Injury,1.0986122886681096,1.0986122886681096
17:24:00,Monday,Dewasa,Male,Junior high school,Employee,2-5yr,Other,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.0986122886681096
17:24:00,Monday,Dewasa,Male,Elementary school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,,Other,Other,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.0986122886681096
18:08:00,Friday,Dewasa,Male,Elementary school,Other,5-10yr,Private Vehicle,Owner,Unknown,, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,3,DUI (Drugs/Alcohol),Slight Injury,0.6931471805599453,0.6931471805599453
22:24:00,Thursday,Dewasa,Male,Junior high school,Employee,5-10yr,,Owner,Above 10yr,, Industrial areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Distance & Priority Violation,Serious Injury,1.3862943611198906,0.6931471805599453
22:24:00,Thursday,Dewasa,Male,High school,Owner,5-10yr,Public Transport,Owner,Unknown,No defect,  Recreational areas,One Way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,,3,Distance & Priority Violation,Serious Injury,1.3862943611198906,0.6931471805599453
22:24:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,  Market areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Other,3,Reckless Driving,Serious Injury,1.3862943611198906,0.6931471805599453
18:30:00,Thursday,Dewasa,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Getting off,3,Moving Backward,Serious Injury,0.6931471805599453,0.6931471805599453
16:55:00,Friday,Dewasa,Male,Junior high school,Other,Below 1yr,Private Vehicle,Owner,Unknown,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,3,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.3862943611198906
16:55:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect, Industrial areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.3862943611198906
16:55:00,Friday,Dewasa,Male,High school,Owner,5-10yr,Commercial Vehicle,Governmental,2-5yrs,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.3862943611198906
16:40:00,Wednesday,Remaja,Male,Elementary school,Owner,5-10yr,Commercial Vehicle,Governmental,,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
16:40:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Unknown,,,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
21:51:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Moving Backward,3,Reckless Driving,Slight Injury,1.0986122886681096,1.6094379124341003
21:51:00,Friday,Dewasa,Male,Above high school,Employee,5-10yr,Commercial Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Fall from vehicles,2,4,Other,3,Moving Backward,Slight Injury,1.0986122886681096,1.6094379124341003
21:51:00,Friday,Dewasa,Male,Junior high school,Owner,2-5yr,Private Vehicle,Organization,Unknown,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.6094379124341003
21:51:00,Friday,Dewasa,Male,,,,Commercial Vehicle,Governmental,2-5yrs,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,4,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.6094379124341003
19:40:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,2,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
19:40:00,Friday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
10:30:00,Monday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,,,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,2,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
10:30:00,Monday,Unknwon,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,2-5yrs,No defect, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,2,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
17:30:00,Wednesday,Unknwon,Male,High school,Employee,,Public Transport,Owner,2-5yrs,,Office areas,Divided Road (Median),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
17:30:00,Wednesday,Unknwon,Male,Junior high school,Owner,1-2yr,Private Vehicle,Owner,2-5yrs,, Church areas,Other,Tangent road with flat terrain,X Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
16:00:00,Tuesday,Lansia,Male,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,,Other,Other,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.0986122886681096
16:00:00,Tuesday,Dewasa,Male,Junior high school,Employee,1-2yr,Other,Owner,,,,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
16:00:00,Tuesday,Dewasa,Male,Elementary school,Employee,Above 10yr,Other,Owner,1-2yr,,School areas,Other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,3,Unsafe Driving,Slight Injury,1.0986122886681096,1.0986122886681096
17:50:00,Thursday,Unknwon,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,5-10yrs,,Office areas,Other,Tangent road with mild grade and flat terrain,No junction,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
17:50:00,Thursday,Lansia,Male,Junior high school,Employee,2-5yr,Other,Owner,Below 1yr,,Other,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
19:47:00,Sunday,Unknwon,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,DUI (Drugs/Alcohol),Slight Injury,1.0986122886681096,0.6931471805599453
19:47:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
16:10:00,Monday,Remaja,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,2-5yrs,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,,3,Moving Backward,Slight Injury,1.0986122886681096,1.0986122886681096
16:10:00,Monday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.0986122886681096
16:10:00,Monday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,,No defect,Other,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.0986122886681096
8:24:00,Monday,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,,, Church areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,3,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
8:24:00,Monday,Lansia,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Going straight,3,DUI (Drugs/Alcohol),Slight Injury,1.3862943611198906,0.6931471805599453
8:24:00,Monday,Dewasa,Male,Junior high school,Employee,Above 10yr,,Owner,Above 10yr,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
10:40:00,Wednesday,Unknwon,Male,High school,Employee,Above 10yr,Public Transport,Owner,2-5yrs,,Other,Other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Moving Backward,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.3862943611198906
10:40:00,Wednesday,Unknwon,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.3862943611198906
10:40:00,Wednesday,Unknwon,Male,Junior high school,Owner,2-5yr,Other,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Collision with pedestrians,3,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.3862943611198906
10:40:00,Wednesday,Unknwon,Female,Elementary school,Employee,1-2yr,Other,Owner,5-10yrs,7,,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Collision with pedestrians,3,3,Moving Backward,2,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.3862943611198906
10:40:00,Wednesday,Unknwon,Female,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,7,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.3862943611198906
14:23:00,Wednesday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,No defect,Office areas,Other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
14:23:00,Wednesday,Dewasa,Male,,,,Commercial Vehicle,Governmental,Unknown,No defect,School areas,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Improper Parking/Exit,Slight Injury,1.0986122886681096,0.6931471805599453
6:40:00,Tuesday,Lansia,Male,Elementary school,Owner,5-10yr,Private Vehicle,Owner,Unknown,No defect,Other,Other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
6:40:00,Tuesday,Dewasa,Male,High school,Other,Above 10yr,,Owner,5-10yrs,No defect,Other,Other,Tangent road with rolling terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
9:21:00,Wednesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Governmental,Unknown,No defect, Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,3,DUI (Drugs/Alcohol),Slight Injury,1.0986122886681096,0.6931471805599453
9:21:00,Wednesday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,,,,Office areas,Other,Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
21:23:00,Monday,Dewasa,Male,High school,Owner,,Private Vehicle,Owner,,,Other,Other,Tangent road with mild grade and flat terrain,No junction,Gravel roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Moving Backward,Slight Injury,1.0986122886681096,0.6931471805599453
21:23:00,Monday,Dewasa,Male,Junior high school,Employee,2-5yr,Other,Governmental,,No defect,Residential areas,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Reversing,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
19:50:00,Tuesday,Unknwon,Female,Junior high school,Employee,5-10yr,,Owner,,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
19:50:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Non-Motorized,Owner,,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
19:20:00,Sunday,Unknwon,Male,Junior high school,Employee,Above 10yr,,Owner,Below 1yr,,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
19:20:00,Sunday,Dewasa,Male,Elementary school,Employee,5-10yr,Other,Organization,1-2yr,, Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
13:05:00,Friday,Unknwon,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,2,Moving Backward,3,Moving Backward,Slight Injury,1.0986122886681096,1.0986122886681096
13:05:00,Friday,Dewasa,Male,Above high school,Employee,1-2yr,Commercial Vehicle,Owner,1-2yr,,Office areas,Other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
13:05:00,Friday,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Owner,,,Office areas,Other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
