Time,Day,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
23:00:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Turning,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
23:00:00,Friday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,5-10yrs,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
09:00:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Self-accident,1,1,Moving forward,Male,18-30,3,Employee,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
18:00:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Unknown,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
18:00:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Overtaking,Serious Injury
11:00:00,Friday,Unknown,Male,Above high school,Employee,1-2yr,Turbo,Owner,Unknown,Office areas,Double carriageway (median),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Crossing from driver's nearside,Changing lane to the left,Slight Injury
11:00:00,Friday,31-50,Unknown,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Female,Over 51,3,Self-employed,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Driving under the influence of drugs,Slight Injury
19:00:00,Monday,Unknown,Female,Junior high school,Employee,1-2yr,Stationwagen,Owner,Unknown,Office areas,,Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,1,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Driving carelessly,Serious Injury
16:00:00,Monday,18-30,Male,Unknown,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury
17:00:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle Collision,2,1,Other,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Unknown,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
10:00:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10 Quintal,Owner,Unknown,Office areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,Under 18,3,Driver,Normal,Unknown or other,Overturning,Slight Injury
10:00:00,Sunday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,5-10yrs,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
18:00:00,Sunday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Pedestrian Collision,1,4,Moving forward,Male,5,3,Other,Normal,Not a Pedestrian,No distancing,Serious Injury
18:00:00,Sunday,Under 18,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,4,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury
18:00:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,1,4,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
18:00:00,Sunday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,4,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
22:00:00,Friday,Unknown,Female,Elementary school,Employee,5-10yr,Lorry (41 - 100 Quintal),Governmental,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
22:00:00,Friday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,5-10yrs,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
08:00:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown, Industrial areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
17:00:00,Wednesday,Unknown,Unknown,Elementary school,Employee,5-10yr,Automobile,Owner,5-10yrs, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
12:00:00,Tuesday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown, Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
12:00:00,Tuesday,Over 51,Male,Junior high school,Employee,1-2yr,Public (13 - 45 seats),Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
15:00:00,Saturday,18-30,Male,High school,Employee,Below 1yr,Automobile,Owner,Above 10yr,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
06:00:00,Monday,31-50,Male,Elementary school,Employee,Above 10yr,Public (13 - 45 seats),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Self-accident,2,1,Moving forward,Male,31-50,3,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury
06:00:00,Monday,31-50,Unknown,High school,Owner,1-2yr,Public (13 - 45 seats),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
08:00:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Below 1yr,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
08:00:00,Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Unknown, Industrial areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
08:00:00,Thursday,Under 18,Male,High school,Owner,2-5yr,Automobile,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Male,18-30,3,,,Not a Pedestrian,Driving at high speed,Slight Injury
07:00:00,Thursday,18-30,Male,High school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
07:00:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Wednesday,Over 51,Male,Elementary school,Employee,1-2yr,Pick up upto 10 Quintal,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving backward,Male,31-50,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
22:00:00,Friday,Unknown,Male,High school,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,2,Other,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
22:00:00,Friday,18-30,Male,Above high school,Employee,5-10yr,Motorcycle,Organization,Unknown,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
22:00:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Pick up upto 10 Quintal,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,2,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
15:00:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Unknown, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
23:00:00,Tuesday,18-30,Male,Elementary school,Owner,5-10yr,Lorry (11 - 40 Quintal),Organization,5-10yrs,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
23:00:00,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Above 10yr,School areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury
15:00:00,Saturday,18-30,Male,High school,Owner,5-10yr,Automobile,Owner,5-10yrs, Hospital areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
15:00:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
09:00:00,Saturday,Unknown,Female,Junior high school,Owner,1-2yr,Other,Owner,Unknown,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
09:00:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
17:00:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Taxi,Owner,5-10yrs, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,Female,18-30,2,,,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
17:00:00,Thursday,Over 51,Male,Junior high school,Owner,Above 10yr,Other,Owner,Unknown, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Friday,31-50,Male,High school,Employee,5-10yr,Taxi,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Other,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Friday,31-50,Male,High school,Owner,2-5yr,Lorry (11 - 40 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Other,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving backward,Female,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
13:00:00,Sunday,31-50,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
06:00:00,Wednesday,Over 51,Male,Elementary school,Employee,5-10yr,Automobile,Governmental,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,2,Moving forward,Male,Over 51,2,Driver,Normal,Crossing from driver's nearside,Moving Backward,Slight Injury
06:00:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,Residential areas,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,2,Moving forward,Female,31-50,3,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury
20:00:00,Sunday,Under 18,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
20:00:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Turning,na,na,na,,,Not a Pedestrian,Changing lane to the left,Serious Injury
22:00:00,Saturday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,2-5yrs, Industrial areas,One way,,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving forward,Female,18-30,3,,,Crossing from driver's nearside,Changing lane to the left,Serious Injury
22:00:00,Saturday,18-30,Male,Elementary school,Employee,Below 1yr,Other,Owner,Unknown,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,3,Moving forward,Female,Under 18,3,Driver,,Not a Pedestrian,No priority to vehicle,Serious Injury
22:00:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the right,Serious Injury
17:00:00,Thursday,18-30,Male,Elementary school,Owner,1-2yr,Pick up upto 10 Quintal,Governmental,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,2,Unemployed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Governmental,Unknown,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
09:00:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,Unknown,Other,,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
09:00:00,Sunday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
00:00:00,Thursday,18-30,Male,High school,Employee,2-5yr,Public (13 - 45 seats),Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,Male,18-30,3,,,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
00:00:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,5-10yrs,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,2,Turning,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
08:00:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,Public (13 - 45 seats),Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,Over 51,3,Driver,Normal,"Walking along in carriageway, back to traffic",No distancing,Slight Injury
08:00:00,Thursday,Under 18,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
19:00:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Unknown,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
19:00:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
16:00:00,Friday,Over 51,Male,Junior high school,Employee,1-2yr,Long lorry,Other,1-2yr,  Recreational areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,3,Unknown,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Friday,31-50,Male,Elementary school,Employee,1-2yr,Pick up upto 10 Quintal,Owner,5-10yrs,School areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
16:00:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Unknown, Church areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Female,18-30,3,,,Unknown or other,Driving carelessly,Slight Injury
14:00:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,5-10yrs,Office areas,,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Unknown or other,Driving under the influence of drugs,Slight Injury
12:00:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,2-5yrs,Residential areas,One way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Other,Normal,Crossing from driver's nearside,Changing lane to the right,Slight Injury
12:00:00,Saturday,Unknown,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Other,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing) - masked by parked or statioNot a Pedestrianry vehicle",No priority to vehicle,Slight Injury
01:00:00,Sunday,31-50,Male,Elementary school,Owner,5-10yr,Other,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
01:00:00,Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Automobile,Governmental,1-2yr, Industrial areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
01:00:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Other,Governmental,1-2yr, Church areas,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
15:00:00,Thursday,Unknown,Female,Junior high school,Employee,5-10yr,Automobile,Organization,1-2yr,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle Collision,2,1,Other,Female,18-30,2,Driver,Normal,Unknown or other,No priority to vehicle,Slight Injury
15:00:00,Thursday,Under 18,Male,High school,Owner,5-10yr,Pick up upto 10 Quintal,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle Collision,2,1,Other,Female,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Wednesday,Unknown,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
14:00:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Other,Normal,Unknown or other,No priority to vehicle,Serious Injury
16:00:00,Monday,Unknown,Male,High school,Owner,1-2yr,Other,Owner,Unknown,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
16:00:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,Above 10yr, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Other,Male,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
11:00:00,Friday,Unknown,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,Unknown,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Self-accident,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
