Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
Evening,Saturday,31-50,Male,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Turning,Female,Over 51,3,Driver,,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Driving under the influence of drugs,Slight Injury
Evening,Saturday,Unknown,Male,Employee,2-5yr,Lorry (11 - 40 Quintal),Organization, Church areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Male,18-30,3,Driver,Normal,Unknown or other,No distancing,Slight Injury
Afternoon,Tuesday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Overturning,Serious Injury
Evening,Monday,18-30,Male,Employee,5-10yr,Motorcycle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Monday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Friday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Morning,Friday,Unknown,Male,Employee,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Monday,Under 18,Male,Employee,Above 10yr,Stationwagen,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Afternoon,Monday,Over 51,Male,Owner,5-10yr,Automobile,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Thursday,Unknown,Male,Owner,5-10yr,Public (> 45 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Morning,Thursday,Unknown,Male,Employee,5-10yr,Public (> 45 seats),Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,Male,18-30,2,,,Not a Pedestrian,Driving carelessly,Slight Injury
Morning,Thursday,Unknown,Male,Employee,Below 1yr,Stationwagen,Owner,Other,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,Female,31-50,3,Driver,Normal,Crossing from driver's nearside,No distancing,Slight Injury
Morning,Thursday,31-50,Male,Employee,5-10yr,Automobile,Owner, Industrial areas,Undivided Two way,Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Morning,Tuesday,18-30,Male,Employee,5-10yr,Bicycle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Morning,Tuesday,31-50,Male,Employee,5-10yr,Automobile,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Unknown or other,Moving Backward,Slight Injury
Evening,Friday,31-50,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Male,18-30,2,,,Not a Pedestrian,Overtaking,Slight Injury
Evening,Tuesday,Unknown,Male,Employee,Above 10yr,Automobile,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Tuesday,Over 51,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury
Afternoon,Tuesday,18-30,Male,Employee,Above 10yr,Special vehicle,Owner,Other,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
Evening,Thursday,Over 51,Male,Employee,Above 10yr,Automobile,Governmental,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Moving forward,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Thursday,Over 51,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Thursday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Wednesday,Unknown,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Wednesday,Over 51,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Thursday,Under 18,Male,Employee,Below 1yr,Public (12 seats),Owner,Office areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,4,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
Evening,Thursday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,4,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Thursday,18-30,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,4,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Evening,Thursday,Over 51,Male,Employee,Below 1yr,Public (12 seats),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,4,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Morning,Tuesday,31-50,Male,Employee,5-10yr,Public (> 45 seats),Owner,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,4,Moving forward,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Tuesday,31-50,Male,Employee,5-10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,4,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Tuesday,31-50,Male,Employee,Below 1yr,Pick up upto 10 Quintal,Owner,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,4,Moving forward,Male,18-30,3,Driver,Normal,Unknown or other,Changing lane to the right,Slight Injury
Morning,Tuesday,18-30,Male,Employee,Below 1yr,Stationwagen,Owner, Hospital areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,4,Moving backward,Male,Over 51,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Afternoon,Thursday,Unknown,Male,Employee,1-2yr,Other,Governmental,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Student,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Thursday,Under 18,Male,Employee,Above 10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Thursday,Unknown,Female,Employee,Above 10yr,Automobile,Owner,  Recreational areas,One way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
Morning,Thursday,18-30,Male,Employee,Below 1yr,Stationwagen,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Night,Saturday,31-50,Male,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,Male,5,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Night,Saturday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Night,Thursday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Thursday,Over 51,Male,Employee,2-5yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
Evening,Tuesday,31-50,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving to the left,Serious Injury
Evening,Tuesday,Unknown,Male,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
Morning,Friday,Over 51,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Male,31-50,2,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Morning,Friday,18-30,Male,Employee,Below 1yr,Pick up upto 10 Quintal,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving backward,Female,31-50,3,,Normal,Unknown or other,Changing lane to the right,Slight Injury
Evening,Tuesday,Unknown,Male,Employee,Below 1yr,Pick up upto 10 Quintal,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Other,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Tuesday,Unknown,Male,Employee,5-10yr,Automobile,Owner,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,2,Other,Male,18-30,3,Self-employed,Normal,Crossing from driver's nearside,Changing lane to the right,Slight Injury
Evening,Tuesday,18-30,Male,Employee,Below 1yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,2,Moving backward,Female,31-50,3,,Normal,Not a Pedestrian,Turnover,Slight Injury
Evening,Tuesday,18-30,Male,Employee,1-2yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Morning,Friday,18-30,Male,Employee,2-5yr,Automobile,Owner,Residential areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
Morning,Saturday,Over 51,Male,Employee,1-2yr,Motorcycle,Owner, Industrial areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Saturday,31-50,Male,Employee,5-10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Tuesday,31-50,Male,Employee,Below 1yr,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Morning,Friday,Over 51,Male,Employee,Above 10yr,Public (12 seats),Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Afternoon,Saturday,Unknown,Female,Owner,5-10yr,Long lorry,Owner,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Saturday,31-50,Male,Employee,Below 1yr,Automobile,Owner, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Saturday,Under 18,Male,Employee,5-10yr,Automobile,Owner, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
Evening,Saturday,31-50,Male,Owner,5-10yr,Public (> 45 seats),Owner, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury
Night,Sunday,Unknown,Female,Employee,2-5yr,Pick up upto 10 Quintal,Governmental, Outside rural areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,3,1,Moving backward,Female,18-30,3,,Normal,Not a Pedestrian,No distancing,Slight Injury
Night,Sunday,31-50,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner, Outside rural areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,Overtaking,Slight Injury
Night,Sunday,31-50,Male,Employee,5-10yr,Automobile,Owner,School areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,Female,18-30,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Thursday,31-50,Male,Employee,1-2yr,Public (13 - 45 seats),Owner, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Turning,Male,Under 18,3,,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Thursday,Over 51,Male,Employee,5-10yr,Automobile,Owner, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,Male,Over 51,3,,Normal,Not a Pedestrian,No distancing,Slight Injury
Night,Saturday,Unknown,Male,Employee,2-5yr,Public (> 45 seats),Owner, Outside rural areas,Two-way (divided with broken lines road marking),Escarpments,No junction,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Night,Saturday,18-30,Male,Employee,Below 1yr,Public (12 seats),Owner, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
Afternoon,Monday,Over 51,Male,Employee,Below 1yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Self-employed,,Not a Pedestrian,Changing lane to the left,Slight Injury
Afternoon,Monday,Unknown,Female,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner, Outside rural areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Wednesday,18-30,Male,Owner,5-10yr,Automobile,Owner, Outside rural areas,Undivided Two way,Tangent road with mountainous terrain and,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
Afternoon,Wednesday,Over 51,Male,Employee,1-2yr,Pick up upto 10 Quintal,Owner, Outside rural areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Serious Injury
Morning,Wednesday,18-30,Male,Employee,5-10yr,Public (12 seats),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
Morning,Wednesday,18-30,Male,Employee,Above 10yr,Automobile,Owner,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,2,,,Not a Pedestrian,Driving to the left,Serious Injury
Evening,Sunday,18-30,Male,Owner,1-2yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,,,Not a Pedestrian,Driving at high speed,Slight Injury
Evening,Sunday,18-30,Male,Employee,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,3,,,Not a Pedestrian,Overtaking,Slight Injury
Evening,Sunday,18-30,Male,Employee,Above 10yr,Stationwagen,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Saturday,18-30,Male,Owner,2-5yr,Other,Owner,Residential areas,other,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Friday,31-50,Male,Employee,5-10yr,Other,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Other,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury
Morning,Thursday,Over 51,Male,Employee,Below 1yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Other,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Wednesday,Unknown,Male,Employee,5-10yr,Public (13 - 45 seats),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Night,Wednesday,18-30,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle Collision,1,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Morning,Monday,31-50,Male,Employee,5-10yr,Public (12 seats),Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,5,Moving forward,Female,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
Morning,Monday,31-50,Male,Employee,1-2yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,5,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Morning,Monday,31-50,Male,Employee,5-10yr,Automobile,Owner, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,5,Other,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Monday,31-50,Male,Employee,1-2yr,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,5,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Monday,31-50,Male,Owner,1-2yr,Lorry (41 - 100 Quintal),Owner,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,5,Exiting,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Morning,Monday,18-30,Male,Owner,1-2yr,Lorry (41 - 100 Quintal),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,5,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Friday,31-50,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,One way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Morning,Friday,18-30,Male,Employee,5-10yr,Public (> 45 seats),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Night,Sunday,Under 18,Male,Employee,5-10yr,Public (12 seats),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,4,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
Night,Sunday,Under 18,Male,Owner,Below 1yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,4,Moving forward,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
Night,Sunday,Under 18,Male,Employee,Above 10yr,Public (12 seats),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,4,Moving forward,Male,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Serious Injury
Night,Sunday,31-50,Male,Employee,5-10yr,Other,Owner,Other,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,4,Moving backward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
