Time,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Day
01:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,Recreational areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Serious Injury,Sunday
01:00:00,Dewasa,Male,Writing & reading,Employee,2-5yr,Private Vehicle,Owner,Unknown,Other,other,Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Sunday
01:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Stationary Object Collision,2,1,Exiting,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Sunday
21:00:00,Remaja,Male,High school,Employee,2-5yr,Private Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Sunday
21:00:00,Remaja,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Pedestrian Collision,2,1,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Sunday
16:00:00,Dewasa,Male,High school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,One way,Straight,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
16:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Public Transport,Owner,Unknown,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,2,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
16:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Public Transport,Owner,Unknown,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,Male,18-30,3,Normal,Unknown or other,Moving Backward,Slight Injury,Wednesday
14:00:00,Dewasa,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Governmental,Unknown,Other,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Tuesday
14:00:00,Dewasa,Male,High school,Employee,No Licence,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with solid lines road marking),Straight,No junction,Other,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Tuesday
02:00:00,Unknwon,Female,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,Unknown,Residential areas,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
02:00:00,Remaja,Male,Junior high school,Employee,1-2yr,Private Vehicle,Governmental,2-5yrs,Recreational areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,1,Moving forward,Male,18-30,3,unknown,Unknown or other,Priority Violation,Slight Injury,Friday
18:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,1-2yr,Other,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Saturday
18:00:00,Unknwon,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,Residential areas,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,2,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Saturday
19:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Other,other,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Wednesday
19:00:00,Unknwon,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Other,other,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Turning,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
06:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,5-10yrs,Other,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Improper Parking/Exit,Slight Injury,Wednesday
06:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Wednesday
13:00:00,Dewasa,Male,Junior high school,Owner,Above 10yr,Private Vehicle,Owner,2-5yrs,Other,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
13:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,School areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Monday
13:00:00,Dewasa,Male,Elementary school,Owner,Above 10yr,Special Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Male,Over 51,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Monday
14:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
14:00:00,Lansia,Male,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Female,Under 18,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
20:00:00,Dewasa,Male,Junior high school,Owner,Above 10yr,Commercial Vehicle,Owner,Unknown,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,Wednesday
20:00:00,Dewasa,Male,High school,Owner,Above 10yr,Commercial Vehicle,Governmental,Unknown,School areas,Undivided Two way,Straight,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Serious Injury,Wednesday
06:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Unknown,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Tuesday
06:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Unknown,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Tuesday
14:00:00,Lansia,Male,Elementary school,Owner,Above 10yr,Private Vehicle,Governmental,Above 10yr,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Reckless Driving,Slight Injury,Saturday
14:00:00,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,1-2yr,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Other,Dry,Daylight,Normal,Stationary Object Collision,2,1,Exiting,Female,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Saturday
12:00:00,Dewasa,Male,Junior high school,Owner,2-5yr,Private Vehicle,Owner,Above 10yr,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving backward,Female,Over 51,2,Normal,Unknown or other,Driving carelessly,Fatal injury,Saturday
18:00:00,Dewasa,Male,Junior high school,Owner,2-5yr,Private Vehicle,Owner,Below 1yr,Other,Undivided Two way,Straight,No junction,Other,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Tuesday
18:00:00,Unknwon,Male,High school,Owner,5-10yr,Public Transport,Owner,Above 10yr,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Turning,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Tuesday
06:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Public Transport,Owner,Unknown,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Monday
06:00:00,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Governmental,1-2yr,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Female,Over 51,3,unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No Distance,Slight Injury,Monday
14:00:00,Unknwon,Male,Elementary school,Owner,Above 10yr,Private Vehicle,Owner,1-2yr,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
14:00:00,Lansia,Male,Elementary school,Owner,Below 1yr,Non-Motorized,Owner,Unknown,Industrial areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
14:00:00,Lansia,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,Unknown,Recreational areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
15:00:00,Unknwon,Female,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,Above 10yr,Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
15:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Saturday
16:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Public Transport,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Turning,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
16:00:00,Dewasa,Male,High school,Owner,5-10yr,Special Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
18:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,Female,Over 51,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
18:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,Female,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
12:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,Residential areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Normal,Unknown or other,Moving Backward,Slight Injury,Thursday
12:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Above 10yr,Office areas,other,Unknown,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
12:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,Residential areas,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Saturday
12:00:00,Dewasa,Male,Junior high school,Employee,No Licence,Public Transport,Owner,Unknown,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Slight Injury,Saturday
12:00:00,Dewasa,Male,Above high school,Employee,Below 1yr,Commercial Vehicle,Owner,Above 10yr,Office areas,Two-way (divided with broken lines road marking),Curved,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Exiting,Male,31-50,3,unknown,Not a Pedestrian,Other,Slight Injury,Saturday
07:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Other,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Self-accident,1,1,Exiting,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury,Thursday
17:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Public Transport,Owner,Above 10yr,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
17:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Above 10yr,Church areas,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Male,18-30,2,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Friday
11:00:00,Dewasa,Male,High school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Saturday
11:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
20:00:00,Lansia,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Saturday
18:00:00,Unknwon,Male,Writing & reading,Employee,5-10yr,Other,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,Male,18-30,3,unknown,Unknown or other,Speeding,Slight Injury,Friday
18:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Above 10yr,Office areas,Two-way (divided with broken lines road marking),Curved,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Normal,Crossing from driver's nearside,No Distance,Slight Injury,Friday
18:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Above 10yr,Church areas,Undivided Two way,Curved,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Female,18-30,3,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Friday
17:00:00,Unknwon,Male,Writing & reading,Employee,Below 1yr,Private Vehicle,Owner,Above 10yr,Office areas,Undivided Two way,Curved,Crossing,Asphalt roads,Dry,Daylight,Other,Pedestrian Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
17:00:00,Lansia,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,5-10yrs,Other,Double carriageway (median),Curved,Crossing,Asphalt roads,Dry,Daylight,Other,Pedestrian Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
03:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,1,Moving forward,Male,Over 51,2,Normal,Not a Pedestrian,No Distance,Slight Injury,Saturday
18:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,Church areas,Unknown,Unknown,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Friday
18:00:00,Unknwon,Male,Elementary school,Owner,5-10yr,Private Vehicle,Owner,1-2yr,School areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Exiting,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Friday
18:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Church areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
18:00:00,Dewasa,Male,Junior high school,Owner,Below 1yr,Commercial Vehicle,Owner,Above 10yr,Office areas,Undivided Two way,Straight,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Saturday
09:00:00,Dewasa,Male,Writing & reading,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,Other,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Sunday
09:00:00,Lansia,Male,Writing & reading,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,Church areas,Two-way (divided with broken lines road marking),Mountainous,No junction,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Sunday
10:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,1-2yr,Other,Double carriageway (median),Straight,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Slight Injury,Wednesday
10:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Governmental,Above 10yr,Other,Double carriageway (median),Straight,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
12:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Organization,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Curved,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
08:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Organization,Above 10yr,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Earth roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Thursday
08:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
10:00:00,Unknwon,Male,Junior high school,Employee,2-5yr,Private Vehicle,Governmental,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Monday
15:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle Collision,1,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Thursday
16:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,Church areas,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Thursday
16:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Public Transport,Owner,1-2yr,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Turning,unknown,unknown,unknown,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Thursday
22:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Above 10yr,Market areas,other,Mountainous,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Friday
22:00:00,Dewasa,Male,Elementary school,Employee,Below 1yr,Private Vehicle,Owner,Above 10yr,Other,Two-way (divided with broken lines road marking),Unknown,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Self-accident,1,2,Other,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Friday
11:00:00,Lansia,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,Other,Undivided Two way,Unknown,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Serious Injury,Monday
11:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Unknown,Church areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,Monday
20:00:00,Dewasa,Male,High school,Employee,Above 10yr,Commercial Vehicle,Governmental,1-2yr,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,2,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Sunday
20:00:00,Dewasa,Male,High school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Sunday
20:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Sunday
06:00:00,Unknwon,Male,Elementary school,Employee,1-2yr,Public Transport,Owner,Unknown,Other,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
06:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Recreational areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,2,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
15:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Unknown,Recreational areas,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Saturday
15:00:00,Remaja,Male,Junior high school,Employee,1-2yr,Public Transport,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,1,Other,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
00:00:00,Unknwon,Female,Junior high school,Owner,5-10yr,Private Vehicle,Organization,1-2yr,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Female,unknown,3,Normal,Unknown or other,Moving Backward,Slight Injury,Thursday
