Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
12:00:00,Sunday,31-50,Male,Employee,Below 1yr,Taxi,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
22:00:00,Monday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
07:00:00,Thursday,31-50,Male,Employee,2-5yr,Other,Owner,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
07:00:00,Thursday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
20:00:00,Thursday,31-50,Male,Employee,Above 10yr,Public (> 45 seats),Owner,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
20:00:00,Thursday,18-30,Male,Employee,5-10yr,Stationwagen,Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
20:00:00,Thursday,31-50,Male,Employee,1-2yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
20:00:00,Thursday,18-30,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Turning,na,na,na,,,Not a Pedestrian,Moving Backward,Slight Injury
20:00:00,Thursday,18-30,Male,Employee,Below 1yr,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
20:00:00,Thursday,18-30,Male,Employee,2-5yr,Public (13 - 45 seats),Owner,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
13:00:00,Saturday,Unknown,Male,Owner,1-2yr,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
13:00:00,Saturday,31-50,Male,Employee,5-10yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,,,"Walking along in carriageway, back to traffic",Other,Slight Injury
00:00:00,Sunday,Under 18,Male,Employee,2-5yr,Ridden horse,Governmental,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
09:00:00,Friday,18-30,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,4,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
09:00:00,Friday,18-30,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
09:00:00,Friday,31-50,Male,Employee,5-10yr,Pick up upto 10 Quintal,Governmental,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,Male,18-30,3,Employee,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
09:00:00,Friday,18-30,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,Female,Over 51,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
19:00:00,Thursday,Unknown,Male,Employee,5-10yr,Automobile,Owner,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Other,Male,Over 51,2,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
20:00:00,Sunday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Exiting,Male,18-30,3,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
20:00:00,Sunday,31-50,Male,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
18:00:00,Friday,31-50,Male,Employee,2-5yr,Motorcycle,Owner,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
07:00:00,Wednesday,Unknown,Female,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
07:00:00,Wednesday,Under 18,Male,Employee,5-10yr,Stationwagen,Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
15:00:00,Tuesday,Unknown,Male,Employee,5-10yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
15:00:00,Tuesday,31-50,Male,Employee,5-10yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
19:00:00,Monday,31-50,Male,Employee,Above 10yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
19:00:00,Monday,18-30,Male,Employee,2-5yr,Taxi,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
12:00:00,Monday,Over 51,Male,Owner,Above 10yr,Automobile,Owner,School areas,,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,6,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
12:00:00,Monday,Over 51,Male,Employee,2-5yr,Long lorry,Governmental,School areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,6,Moving forward,Male,18-30,3,,,Not a Pedestrian,Changing lane to the right,Serious Injury
12:00:00,Monday,31-50,Male,Other,5-10yr,Long lorry,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,6,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
12:00:00,Monday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,6,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
12:00:00,Monday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Governmental,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,6,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
12:00:00,Monday,31-50,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,6,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
08:00:00,Wednesday,Unknown,Male,Employee,Above 10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
08:00:00,Wednesday,Under 18,Male,Employee,Below 1yr,Taxi,Owner,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Friday,18-30,Male,Employee,5-10yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Friday,18-30,Male,Employee,1-2yr,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Saturday,Unknown,Female,Employee,5-10yr,Automobile,Governmental,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,Under 18,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Saturday,Unknown,Male,Employee,Above 10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Saturday,Unknown,Male,Owner,2-5yr,Automobile,Owner, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury
12:00:00,Monday,Under 18,Male,Employee,1-2yr,Public (> 45 seats),Owner,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
12:00:00,Monday,Unknown,Female,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
16:00:00,Monday,Over 51,Male,Owner,2-5yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
22:00:00,Monday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,2,Employee,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
10:00:00,Sunday,18-30,Male,Owner,2-5yr,Stationwagen,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
10:00:00,Sunday,31-50,Male,Employee,1-2yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Sunday,31-50,Male,Owner,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Turning,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
07:00:00,Monday,Unknown,Male,Employee,Below 1yr,Pick up upto 10 Quintal,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving backward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
07:00:00,Monday,18-30,Male,Employee,2-5yr,Motorcycle,Owner,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
07:00:00,Monday,18-30,Male,Employee,5-10yr,Automobile,Owner,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
06:00:00,Wednesday,31-50,Male,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Residential areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving backward,Female,Over 51,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Fatal injury
06:00:00,Wednesday,31-50,Male,Employee,2-5yr,Motorcycle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Fatal injury
21:00:00,Saturday,Unknown,Female,Owner,Above 10yr,Stationwagen,Owner,  Recreational areas,other,,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
14:00:00,Monday,Under 18,Male,Employee,1-2yr,Lorry (41 - 100 Quintal),Governmental,Office areas,other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
12:00:00,Monday,Over 51,Male,Employee,5-10yr,Taxi,Owner, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
12:00:00,Monday,31-50,Male,Employee,2-5yr,Automobile,Owner,Other,,,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
10:00:00,Tuesday,Over 51,Male,Employee,2-5yr,Long lorry,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
10:00:00,Tuesday,18-30,Male,Employee,2-5yr,Automobile,Governmental,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Other,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
19:00:00,Monday,Over 51,Male,Employee,2-5yr,Public (12 seats),Owner, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",No priority to pedestrian,Slight Injury
19:00:00,Monday,Unknown,Male,Employee,Above 10yr,Lorry (11 - 40 Quintal),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
10:00:00,Sunday,Over 51,Male,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Sunday,Unknown,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,"Walking along in carriageway, back to traffic",Changing lane to the left,Slight Injury
16:00:00,Thursday,Unknown,Male,Employee,5-10yr,Other,Owner,Office areas,Double carriageway (median),Escarpments,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
16:00:00,Thursday,Unknown,Male,Employee,2-5yr,Automobile,Owner,Office areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
16:00:00,Monday,31-50,Male,Employee,5-10yr,Long lorry,Owner,Office areas,Undivided Two way,Escarpments,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:00:00,Monday,18-30,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:00:00,Monday,18-30,Male,Employee,Above 10yr,Long lorry,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Thursday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
17:00:00,Thursday,Unknown,Male,Employee,Above 10yr,Taxi,Owner,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing) - masked by parked or statioNot a Pedestrianry vehicle",Changing lane to the right,Slight Injury
21:00:00,Wednesday,31-50,Male,Employee,Below 1yr,Taxi,Owner,Residential areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Unknown or other,Changing lane to the left,Slight Injury
21:00:00,Wednesday,Unknown,Male,Employee,5-10yr,Long lorry,Owner,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury
08:00:00,Monday,31-50,Male,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
15:00:00,Tuesday,18-30,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,  Recreational areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving to the left,Serious Injury
23:00:00,Tuesday,Under 18,Male,Employee,5-10yr,Long lorry,Owner, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,3,3,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
23:00:00,Tuesday,18-30,Male,Employee,2-5yr,Turbo,Owner,Residential areas,other,,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,3,Moving backward,Male,31-50,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
23:00:00,Tuesday,18-30,Male,Employee,5-10yr,Long lorry,Owner,Residential areas,other,Tangent road with rolling terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
23:00:00,Tuesday,18-30,Male,Employee,5-10yr,Long lorry,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,3,Turning,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
14:00:00,Saturday,Unknown,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,  Market areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Turning,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
14:00:00,Saturday,31-50,Male,Employee,Above 10yr,Automobile,Owner,Unknown,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,3,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Saturday,31-50,Unknown,Employee,Below 1yr,Automobile,Owner, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,,,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
14:00:00,Saturday,31-50,Male,Employee,5-10yr,Pick up upto 10 Quintal,Owner,Residential areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
13:00:00,Saturday,18-30,Male,Owner,5-10yr,Automobile,Governmental,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Employee,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
13:00:00,Saturday,18-30,Male,Employee,2-5yr,Stationwagen,Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,5,3,,,Not a Pedestrian,Driving carelessly,Serious Injury
15:00:00,Saturday,31-50,Male,Employee,Above 10yr,Automobile,Governmental,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury
15:00:00,Saturday,31-50,Male,Employee,2-5yr,Automobile,Owner,Rural village areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Exiting,na,na,na,,,Not a Pedestrian,Turnover,Slight Injury
15:00:00,Saturday,Unknown,Male,Employee,Above 10yr,Automobile,Owner,Rural village areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
09:00:00,Monday,18-30,Male,Employee,Below 1yr,Long lorry,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Other,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury
09:00:00,Monday,Unknown,Female,Employee,2-5yr,Public (13 - 45 seats),Owner,Residential areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Pedestrian Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
13:00:00,Sunday,Over 51,Male,Employee,5-10yr,Public (13 - 45 seats),Owner,Residential areas,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,3,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
13:00:00,Sunday,31-50,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner, Outside rural areas,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,3,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
